Date,Predicted
2018-04-02,45791.434035352795
2018-04-03,45807.9704338124
2018-04-04,45824.506832272
2018-04-05,45841.04323073161
2018-04-06,45857.57962919121
2018-04-09,45874.116027650816
2018-04-10,45890.65242611042
2018-04-11,45907.188824570025
2018-04-12,45923.72522302963
2018-04-13,45940.26162148923
2018-04-16,45956.79801994884
2018-04-17,45973.33441840844
2018-04-18,45989.870816868046
2018-04-19,46006.40721532765
2018-04-20,46022.943613787254
2018-04-23,46039.48001224686
2018-04-24,46056.01641070646
2018-04-25,46072.55280916607
2018-04-26,46089.08920762567
2018-04-27,46105.625606085276
2018-04-30,46122.16200454488
2018-05-02,46138.698403004484
2018-05-03,46155.23480146409
2018-05-04,46171.77119992369
2018-05-08,46188.3075983833
2018-05-09,46204.8439968429
2018-05-10,46221.380395302505
2018-05-11,46237.91679376211
2018-05-14,46254.453192221714
2018-05-15,46270.98959068132
2018-05-16,46287.52598914092
2018-05-17,46304.06238760053
2018-05-18,46320.59878606013
2018-05-21,46337.135184519735
2018-05-23,46353.67158297934
2018-05-24,46370.20798143894
2018-05-25,46386.74437989855
2018-05-28,46403.28077835815
2018-05-29,46419.817176817756
2018-05-30,46436.35357527736
2018-05-31,46452.889973736965
2018-06-01,46469.42637219657
2018-06-04,46485.96277065617
2018-06-05,46502.49916911578
2018-06-07,46519.03556757538
2018-06-08,46535.571966034986
2018-06-11,46552.10836449459
2018-06-12,46568.644762954194
2018-06-14,46585.1811614138
2018-06-15,46601.7175598734
2018-06-18,46618.25395833301
2018-06-19,46634.79035679261
2018-06-20,46651.326755252216
2018-06-21,46667.86315371182
2018-06-22,46684.399552171424
2018-06-25,46700.93595063103
2018-06-26,46717.47234909063
2018-06-27,46734.00874755024
2018-06-28,46750.54514600984
2018-06-29,46767.081544469445
2018-07-02,46783.61794292905
2018-07-03,46800.154341388654
2018-07-04,46816.69073984826
2018-07-05,46833.22713830786
2018-07-06,46849.76353676747
2018-07-09,46866.29993522707
2018-07-10,46882.836333686675
2018-07-11,46899.37273214628
2018-07-12,46915.90913060588
2018-07-13,46932.44552906549
2018-07-16,46948.98192752509
2018-07-17,46965.518325984696
2018-07-18,46982.0547244443
2018-07-19,46998.591122903905
2018-07-20,47015.12752136351
2018-07-23,47031.66391982311
2018-07-24,47048.20031828272
2018-07-25,47064.73671674232
2018-07-26,47081.273115201926
2018-07-27,47097.80951366153
2018-07-30,47114.345912121134
2018-07-31,47130.88231058074
2018-08-01,47147.41870904034
2018-08-02,47163.95510749995
2018-08-03,47180.49150595955
2018-08-06,47197.027904419156
2018-08-07,47213.56430287876
2018-08-08,47230.100701338364
2018-08-09,47246.63709979797
2018-08-10,47263.17349825757
2018-08-13,47279.70989671718
2018-08-14,47296.24629517678
2018-08-16,47312.782693636385
2018-08-17,47329.31909209599
2018-08-20,47345.855490555594
2018-08-21,47362.3918890152
2018-08-22,47378.9282874748
2018-08-23,47395.46468593441
2018-08-24,47412.00108439401
2018-08-27,47428.537482853615
2018-08-28,47445.07388131322
2018-08-29,47461.61027977282
2018-08-30,47478.14667823243
2018-08-31,47494.68307669203
2018-09-03,47511.219475151636
2018-09-04,47527.75587361124
2018-09-05,47544.292272070845
2018-09-06,47560.82867053045
2018-09-07,47577.36506899005
2018-09-10,47593.90146744966
2018-09-11,47610.43786590926
2018-09-12,47626.974264368866
2018-09-13,47643.51066282847
2018-09-14,47660.047061288074
2018-09-17,47676.58345974768
2018-09-18,47693.11985820728
2018-09-19,47709.65625666689
2018-09-20,47726.19265512649
2018-09-21,47742.729053586096
2018-09-27,47759.2654520457
2018-09-28,47775.801850505304
2018-10-01,47792.33824896491
2018-10-02,47808.87464742451
2018-10-04,47825.41104588412
2018-10-05,47841.94744434372
2018-10-08,47858.483842803325
2018-10-10,47875.02024126293
2018-10-11,47891.556639722534
2018-10-12,47908.09303818214
2018-10-15,47924.62943664174
2018-10-16,47941.16583510135
2018-10-17,47957.70223356095
2018-10-18,47974.238632020555
2018-10-19,47990.77503048016
2018-10-22,48007.31142893976
2018-10-23,48023.84782739937
2018-10-24,48040.38422585897
2018-10-25,48056.920624318576
2018-10-26,48073.45702277818
2018-10-29,48089.993421237785
2018-10-30,48106.52981969739
2018-10-31,48123.06621815699
2018-11-01,48139.6026166166
2018-11-02,48156.1390150762
2018-11-05,48172.675413535806
2018-11-06,48189.21181199541
2018-11-07,48205.748210455014
2018-11-08,48222.28460891462
2018-11-09,48238.82100737422
2018-11-12,48255.35740583383
2018-11-13,48271.89380429343
2018-11-14,48288.430202753036
2018-11-15,48304.96660121264
2018-11-16,48321.502999672244
2018-11-19,48338.03939813185
2018-11-20,48354.57579659145
2018-11-21,48371.11219505106
2018-11-22,48387.64859351066
2018-11-23,48404.184991970265
2018-11-26,48420.72139042987
2018-11-27,48437.257788889474
2018-11-28,48453.79418734908
2018-11-29,48470.33058580868
2018-11-30,48486.86698426829
2018-12-03,48503.40338272789
2018-12-04,48519.939781187495
2018-12-05,48536.4761796471
2018-12-06,48553.0125781067
2018-12-07,48569.54897656631
2018-12-10,48586.08537502591
2018-12-11,48602.621773485516
2018-12-12,48619.15817194512
2018-12-13,48635.694570404725
2018-12-14,48652.23096886433
2018-12-17,48668.76736732393
2018-12-18,48685.30376578354
2018-12-19,48701.84016424314
2018-12-20,48718.376562702746
2018-12-21,48734.91296116235
2018-12-24,48751.449359621954
2018-12-26,48767.98575808156
2018-12-27,48784.52215654116
2018-12-28,48801.05855500077
2019-01-02,48817.59495346037
2019-01-03,48834.131351919976
2019-01-04,48850.66775037958
2019-01-07,48867.204148839184
2019-01-08,48883.74054729879
2019-01-09,48900.27694575839
2019-01-10,48916.813344218
2019-01-11,48933.3497426776
2019-01-14,48949.886141137205
2019-01-15,48966.42253959681
2019-01-16,48982.958938056414
2019-01-17,48999.49533651602
2019-01-18,49016.03173497562
2019-01-21,49032.56813343523
2019-01-22,49049.10453189483
2019-01-23,49065.640930354435
2019-01-24,49082.17732881404
2019-01-25,49098.71372727364
2019-01-28,49115.25012573325
2019-01-29,49131.78652419285
2019-01-30,49148.322922652456
2019-01-31,49164.85932111206
2019-02-01,49181.395719571665
2019-02-07,49197.93211803127
2019-02-08,49214.46851649087
2019-02-11,49231.00491495048
2019-02-12,49247.54131341008
2019-02-13,49264.077711869686
2019-02-14,49280.61411032929
2019-02-15,49297.150508788895
2019-02-18,49313.6869072485
2019-02-19,49330.2233057081
2019-02-20,49346.75970416771
2019-02-21,49363.29610262731
2019-02-22,49379.832501086916
2019-02-25,49396.36889954652
2019-02-26,49412.905298006124
2019-02-27,49429.44169646573
2019-02-28,49445.97809492533
2019-03-04,49462.51449338494
2019-03-05,49479.05089184454
2019-03-06,49495.587290304145
2019-03-07,49512.12368876375
2019-03-08,49528.660087223354
2019-03-11,49545.19648568296
2019-03-12,49561.73288414256
2019-03-13,49578.26928260217
2019-03-14,49594.80568106177
2019-03-15,49611.342079521375
2019-03-18,49627.87847798098
2019-03-19,49644.41487644058
2019-03-20,49660.95127490019
2019-03-21,49677.48767335979
2019-03-22,49694.024071819396
2019-03-25,49710.560470279
2019-03-26,49727.096868738605
2019-03-27,49743.63326719821
2019-03-28,49760.16966565781
2019-03-29,49776.70606411742
2019-04-01,49793.24246257702
2019-04-02,49809.778861036626
2019-04-03,49826.31525949623
2019-04-04,49842.851657955835
2019-04-05,49859.38805641544
2019-04-08,49875.92445487504
2019-04-09,49892.46085333465
2019-04-10,49908.99725179425
2019-04-11,49925.533650253856
2019-04-12,49942.07004871346
2019-04-15,49958.606447173064
2019-04-16,49975.14284563267
2019-04-17,49991.67924409227
2019-04-18,50008.21564255188
2019-04-19,50024.75204101148
2019-04-22,50041.288439471085
2019-04-23,50057.82483793069
2019-04-24,50074.361236390294
2019-04-25,50090.8976348499
2019-04-26,50107.4340333095
2019-04-29,50123.97043176911
2019-04-30,50140.50683022871
2019-05-02,50157.043228688315
2019-05-03,50173.57962714792
2019-05-07,50190.11602560752
2019-05-08,50206.65242406713
2019-05-09,50223.18882252673
2019-05-10,50239.725220986336
2019-05-13,50256.26161944594
2019-05-14,50272.798017905545
2019-05-15,50289.33441636515
2019-05-16,50305.87081482475
2019-05-17,50322.40721328436
2019-05-20,50338.94361174396
2019-05-21,50355.480010203566
2019-05-22,50372.01640866317
2019-05-23,50388.552807122775
2019-05-24,50405.08920558238
2019-05-27,50421.62560404198
2019-05-28,50438.16200250159
2019-05-29,50454.69840096119
2019-05-30,50471.234799420796
2019-05-31,50487.7711978804
2019-06-03,50504.307596340004
2019-06-04,50520.84399479961
2019-06-05,50537.38039325921
2019-06-07,50553.91679171882
2019-06-10,50570.45319017842
2019-06-11,50586.989588638025
2019-06-12,50603.52598709763
2019-06-13,50620.062385557234
2019-06-14,50636.59878401684
2019-06-17,50653.13518247644
2019-06-18,50669.67158093605
2019-06-19,50686.20797939565
2019-06-20,50702.744377855255
2019-06-21,50719.28077631486
2019-06-24,50735.81717477446
2019-06-25,50752.35357323407
2019-06-26,50768.88997169367
2019-06-27,50785.42637015328
2019-06-28,50801.96276861288
2019-07-01,50818.499167072485
2019-07-02,50835.03556553209
2019-07-03,50851.57196399169
2019-07-04,50868.1083624513
2019-07-05,50884.6447609109
2019-07-08,50901.181159370506
2019-07-09,50917.71755783011
2019-07-10,50934.253956289715
2019-07-11,50950.79035474932
2019-07-12,50967.32675320892
2019-07-15,50983.86315166853
2019-07-16,51000.39955012813
2019-07-17,51016.935948587736
2019-07-18,51033.47234704734
2019-07-19,51050.008745506944
2019-07-22,51066.54514396655
2019-07-23,51083.08154242615
2019-07-24,51099.61794088576
2019-07-25,51116.15433934536
2019-07-26,51132.690737804965
2019-07-29,51149.22713626457
2019-07-30,51165.763534724174
2019-07-31,51182.29993318378
2019-08-01,51198.83633164338
2019-08-02,51215.37273010299
2019-08-05,51231.90912856259
2019-08-06,51248.445527022195
2019-08-07,51264.9819254818
2019-08-08,51281.518323941404
2019-08-09,51298.05472240101
2019-08-12,51314.59112086061
2019-08-13,51331.12751932022
2019-08-14,51347.66391777982
2019-08-16,51364.200316239425
2019-08-19,51380.73671469903
2019-08-20,51397.27311315863
2019-08-21,51413.80951161824
2019-08-22,51430.34591007784
2019-08-23,51446.882308537446
2019-08-26,51463.41870699705
2019-08-27,51479.955105456655
2019-08-28,51496.49150391626
2019-08-29,51513.02790237586
2019-08-30,51529.56430083547
2019-09-02,51546.10069929507
2019-09-03,51562.637097754676
2019-09-04,51579.17349621428
2019-09-05,51595.709894673884
2019-09-06,51612.24629313349
2019-09-09,51628.78269159309
2019-09-10,51645.3190900527
2019-09-11,51661.8554885123
2019-09-16,51678.391886971905
2019-09-17,51694.92828543151
2019-09-18,51711.464683891114
2019-09-19,51728.00108235072
2019-09-20,51744.53748081032
2019-09-23,51761.07387926993
2019-09-24,51777.61027772953
2019-09-25,51794.146676189135
2019-09-26,51810.68307464874
2019-09-27,51827.219473108344
2019-09-30,51843.75587156795
2019-10-01,51860.29227002755
2019-10-02,51876.82866848716
2019-10-04,51893.36506694676
2019-10-07,51909.901465406365
2019-10-08,51926.43786386597
2019-10-10,51942.97426232557
2019-10-11,51959.51066078518
2019-10-14,51976.04705924478
2019-10-15,51992.583457704386
2019-10-16,52009.11985616399
2019-10-17,52025.656254623595
2019-10-18,52042.1926530832
2019-10-21,52058.7290515428
2019-10-22,52075.26545000241
2019-10-23,52091.80184846201
2019-10-24,52108.338246921616
2019-10-25,52124.87464538122
2019-10-28,52141.411043840824
2019-10-29,52157.94744230043
2019-10-30,52174.48384076003
2019-10-31,52191.02023921964
2019-11-01,52207.55663767924
2019-11-04,52224.093036138845
2019-11-05,52240.62943459845
2019-11-06,52257.165833058054
2019-11-07,52273.70223151766
2019-11-08,52290.23862997726
2019-11-11,52306.77502843687
2019-11-12,52323.31142689647
2019-11-13,52339.847825356075
2019-11-14,52356.38422381568
2019-11-15,52372.920622275284
2019-11-18,52389.45702073489
2019-11-19,52405.99341919449
2019-11-20,52422.5298176541
2019-11-21,52439.0662161137
2019-11-22,52455.602614573305
2019-11-25,52472.13901303291
2019-11-26,52488.67541149251
2019-11-27,52505.21180995212
2019-11-28,52521.74820841172
2019-11-29,52538.284606871326
2019-12-02,52554.82100533093
2019-12-03,52571.357403790535
2019-12-04,52587.89380225014
2019-12-05,52604.43020070974
2019-12-06,52620.96659916935
2019-12-09,52637.50299762895
2019-12-10,52654.039396088556
2019-12-11,52670.57579454816
2019-12-12,52687.112193007764
2019-12-13,52703.64859146737
2019-12-16,52720.18498992697
2019-12-17,52736.72138838658
2019-12-18,52753.25778684618
2019-12-19,52769.794185305786
2019-12-20,52786.33058376539
2019-12-23,52802.866982224994
2019-12-24,52819.4033806846
2019-12-26,52835.9397791442
2019-12-27,52852.47617760381
2019-12-30,52869.01257606341
2020-01-02,52885.548974523015
2020-01-03,52902.08537298262
2020-01-06,52918.621771442224
2020-01-07,52935.15816990183
2020-01-08,52951.69456836143
2020-01-09,52968.23096682104
2020-01-10,52984.76736528064
2020-01-13,53001.303763740245
2020-01-14,53017.84016219985
2020-01-15,53034.37656065945
2020-01-16,53050.91295911906
2020-01-17,53067.44935757866
2020-01-20,53083.985756038266
2020-01-21,53100.52215449787
2020-01-22,53117.058552957475
2020-01-23,53133.59495141708
2020-01-28,53150.13134987668
2020-01-29,53166.66774833629
2020-01-30,53183.20414679589
2020-01-31,53199.740545255496
2020-02-03,53216.2769437151
2020-02-04,53232.813342174704
2020-02-05,53249.34974063431
2020-02-06,53265.88613909391
2020-02-07,53282.42253755352
2020-02-10,53298.95893601312
2020-02-11,53315.495334472726
2020-02-12,53332.03173293233
2020-02-13,53348.568131391934
2020-02-14,53365.10452985154
2020-02-17,53381.64092831114
2020-02-18,53398.17732677075
2020-02-19,53414.71372523035
2020-02-20,53431.250123689955
2020-02-21,53447.78652214956
2020-02-24,53464.322920609164
2020-02-25,53480.85931906877
2020-02-26,53497.39571752837
2020-02-27,53513.93211598798
2020-02-28,53530.46851444758
2020-03-02,53547.004912907185
2020-03-03,53563.54131136679
2020-03-04,53580.07770982639
2020-03-05,53596.614108286
2020-03-06,53613.1505067456
2020-03-09,53629.686905205206
2020-03-10,53646.22330366481
2020-03-11,53662.759702124415
2020-03-12,53679.29610058402
2020-03-13,53695.83249904362
2020-03-16,53712.36889750323
2020-03-17,53728.90529596283
2020-03-18,53745.441694422436
2020-03-19,53761.97809288204
2020-03-20,53778.514491341644
2020-03-23,53795.05088980125
2020-03-24,53811.58728826085
2020-03-25,53828.12368672046
2020-03-26,53844.66008518006
2020-03-27,53861.196483639666
2020-03-30,53877.73288209927
2020-03-31,53894.269280558874
2020-04-01,53910.80567901848
2020-04-02,53927.34207747808
2020-04-03,53943.87847593769
2020-04-06,53960.41487439729
2020-04-07,53976.951272856895
2020-04-08,53993.4876713165
2020-04-09,54010.024069776104
2020-04-10,54026.56046823571
2020-04-13,54043.09686669531
2020-04-14,54059.63326515492
2020-04-16,54076.16966361452
2020-04-17,54092.706062074125
2020-04-20,54109.24246053373
2020-04-21,54125.77885899333
2020-04-22,54142.31525745294
2020-04-23,54158.85165591254
2020-04-24,54175.388054372146
2020-04-27,54191.92445283175
2020-04-28,54208.460851291355
2020-04-29,54224.99724975096
2020-05-04,54241.53364821056
2020-05-06,54258.07004667017
2020-05-07,54274.60644512977
2020-05-08,54291.142843589376
2020-05-11,54307.67924204898
2020-05-12,54324.215640508584
2020-05-13,54340.75203896819
2020-05-14,54357.28843742779
2020-05-15,54373.8248358874
2020-05-18,54390.361234347
2020-05-19,54406.897632806606
2020-05-20,54423.43403126621
2020-05-21,54439.970429725814
2020-05-22,54456.50682818542
2020-05-25,54473.04322664502
2020-05-26,54489.57962510463
2020-05-27,54506.11602356423
2020-05-28,54522.652422023835
2020-05-29,54539.18882048344
2020-06-01,54555.725218943044
2020-06-02,54572.26161740265
2020-06-03,54588.79801586225
2020-06-04,54605.33441432186
2020-06-05,54621.87081278146
2020-06-08,54638.407211241065
2020-06-09,54654.94360970067
2020-06-10,54671.48000816027
2020-06-11,54688.01640661988
2020-06-12,54704.55280507948
2020-06-15,54721.089203539086
2020-06-16,54737.62560199869
2020-06-17,54754.162000458295
2020-06-18,54770.6983989179
2020-06-19,54787.2347973775
2020-06-22,54803.77119583711
2020-06-23,54820.30759429671
2020-06-24,54836.843992756316
2020-06-25,54853.38039121592
2020-06-26,54869.916789675524
2020-06-29,54886.45318813513
2020-06-30,54902.98958659473
2020-07-01,54919.52598505434
2020-07-02,54936.06238351394
2020-07-03,54952.598781973546
2020-07-06,54969.13518043315
2020-07-07,54985.671578892754
2020-07-08,55002.20797735236
2020-07-09,55018.74437581196
2020-07-10,55035.28077427157
2020-07-13,55051.81717273117
2020-07-14,55068.353571190775
2020-07-15,55084.88996965038
2020-07-16,55101.426368109984
2020-07-17,55117.96276656959
2020-07-20,55134.49916502919
2020-07-21,55151.0355634888
2020-07-22,55167.5719619484
2020-07-23,55184.108360408005
2020-07-24,55200.64475886761
2020-07-27,55217.18115732721
2020-07-28,55233.71755578682
2020-07-29,55250.25395424642
2020-07-30,55266.790352706026
2020-07-31,55283.32675116563
2020-08-03,55299.863149625235
2020-08-04,55316.39954808484
2020-08-05,55332.93594654444
2020-08-06,55349.47234500405
2020-08-07,55366.00874346365
2020-08-10,55382.545141923256
2020-08-11,55399.08154038286
2020-08-12,55415.617938842464
2020-08-13,55432.15433730207
2020-08-14,55448.69073576167
2020-08-18,55465.22713422128
2020-08-19,55481.76353268088
2020-08-20,55498.299931140486
2020-08-21,55514.83632960009
2020-08-24,55531.372728059694
2020-08-25,55547.9091265193
2020-08-26,55564.4455249789
2020-08-27,55580.98192343851
2020-08-28,55597.51832189811
2020-08-31,55614.054720357715
2020-09-01,55630.59111881732
2020-09-02,55647.127517276924
2020-09-03,55663.66391573653
2020-09-04,55680.20031419613
2020-09-07,55696.73671265574
2020-09-08,55713.27311111534
2020-09-09,55729.809509574945
2020-09-10,55746.34590803455
2020-09-11,55762.88230649415
2020-09-14,55779.41870495376
2020-09-15,55795.95510341336
2020-09-16,55812.491501872966
2020-09-17,55829.02790033257
2020-09-18,55845.564298792175
2020-09-21,55862.10069725178
2020-09-22,55878.63709571138
2020-09-23,55895.17349417099
2020-09-24,55911.70989263059
2020-09-25,55928.246291090196
2020-09-28,55944.7826895498
2020-09-29,55961.319088009404
2020-10-05,55977.85548646901
2020-10-06,55994.39188492861
2020-10-07,56010.92828338822
2020-10-08,56027.46468184782
2020-10-12,56044.001080307426
2020-10-13,56060.53747876703
2020-10-14,56077.073877226634
2020-10-15,56093.61027568624
2020-10-16,56110.14667414584
2020-10-19,56126.68307260545
2020-10-20,56143.21947106505
2020-10-21,56159.755869524655
2020-10-22,56176.29226798426
2020-10-23,56192.828666443864
2020-10-26,56209.36506490347
2020-10-27,56225.90146336307
2020-10-28,56242.43786182268
2020-10-29,56258.97426028228
2020-10-30,56275.510658741885
2020-11-02,56292.04705720149
2020-11-03,56308.58345566109
2020-11-04,56325.1198541207
2020-11-05,56341.6562525803
2020-11-06,56358.192651039906
2020-11-09,56374.72904949951
2020-11-10,56391.265447959115
2020-11-11,56407.80184641872
2020-11-12,56424.33824487832
2020-11-13,56440.87464333793
2020-11-16,56457.41104179753
2020-11-17,56473.947440257136
2020-11-18,56490.48383871674
2020-11-19,56507.020237176344
2020-11-20,56523.55663563595
2020-11-23,56540.09303409555
2020-11-24,56556.62943255516
2020-11-25,56573.16583101476
2020-11-26,56589.702229474366
2020-11-27,56606.23862793397
2020-11-30,56622.775026393574
2020-12-01,56639.31142485318
2020-12-02,56655.84782331278
2020-12-03,56672.38422177239
2020-12-04,56688.92062023199
2020-12-07,56705.457018691595
2020-12-08,56721.9934171512
2020-12-09,56738.529815610804
2020-12-10,56755.06621407041
2020-12-11,56771.60261253001
2020-12-14,56788.13901098962
2020-12-15,56804.67540944922
2020-12-16,56821.211807908825
2020-12-17,56837.74820636843
2020-12-18,56854.28460482803
2020-12-21,56870.82100328764
2020-12-22,56887.35740174724
2020-12-23,56903.893800206846
2020-12-24,56920.43019866645
2020-12-28,56936.966597126055
2020-12-29,56953.50299558566
2020-12-30,56970.03939404526
2021-01-04,56986.57579250487
2021-01-05,57003.11219096447
2021-01-06,57019.648589424076
2021-01-07,57036.18498788368
2021-01-08,57052.721386343284
2021-01-11,57069.25778480289
2021-01-12,57085.79418326249
2021-01-13,57102.3305817221
2021-01-14,57118.8669801817
2021-01-15,57135.403378641306
2021-01-18,57151.93977710091
2021-01-19,57168.476175560514
2021-01-20,57185.01257402012
2021-01-21,57201.54897247972
2021-01-22,57218.08537093933
2021-01-25,57234.62176939893
2021-01-26,57251.158167858535
2021-01-27,57267.69456631814
2021-01-28,57284.230964777744
2021-01-29,57300.76736323735
2021-02-01,57317.30376169695
